"","Name","Neighborhood","lat","long","Rating","Stars","Reviews","Address","Zip","Groups","Credit","Parking","Attire","Price","Kids","Reservation","Deliver","TakeOut","Waiter","Outdoor","Wifi","Meal","Alcohol","Noise","TV","Catter","Ambience","Wheelchair"
"353","Gypsy's Trattoria Italiano","Telegraph Ave","37.868026","-122.258124","4.0 star rating","4.0","511","2519 Durant AveSte A","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","Yes","No","Lunch, Dinner","No","Average","No","Yes","Casual","Yes"
"354","Fa-la-la","Telegraph Ave","37.867902","-122.258105","4.0 star rating","4.0","26","2518-B Durant Ave","","Yes","Yes","Street","","$","Yes","","","","No","Yes","Free","","","","","","",""
"355","Musical Offering","Telegraph Ave","37.868429","-122.260698","4.0 star rating","4.0","111","2430 Bancroft Way","","Yes","Yes","Street, Validated","Casual","$$","No","Yes","No","Yes","Yes","Yes","No","Lunch","Beer & Wine Only","Quiet","No","Yes","","Yes"
"356","Cho Vegi House","Telegraph Ave","37.866376","-122.258718","3.5 star rating","3.5","35","2428 Telegraph Ave","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","Yes","No","No","Lunch, Dinner","No","Average","Yes","","Casual",""
"357","Racha Cafe","Telegraph Ave","37.864839","-122.258572","3.5 star rating","3.5","163","2516 Telegraph Ave","","Yes","Yes","Street","Casual","$","Yes","Yes","Yes","Yes","Yes","No","No","Lunch, Dinner","Beer & Wine Only","Average","No","Yes","Casual","Yes"
"358","Brazil Cafe","Telegraph Ave","37.868772","-122.258936","4.0 star rating","4.0","8","2513 Bancroft Way","","Yes","No","","Casual","$","Yes","No","No","Yes","No","Yes","No","","No","Average","No","Yes","",""
"359","House of Curries","Telegraph Ave","37.867671","-122.257890","3.5 star rating","3.5","248","2520 Durant Ave","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","Yes","No","Lunch, Dinner","No","Average","No","No","Casual","No"
"360","Crepes A-Go Go","Telegraph Ave","37.868119","-122.259072","3.5 star rating","3.5","129","2334 Telegraph Ave","","No","Yes","Garage, Street, Validated","Casual","$","Yes","No","No","Yes","No","No","No","Dessert, Lunch, Brunch","No","Average","No","No","Casual","Yes"
"361","D'Yar","Telegraph Ave","37.867883","-122.258545","3.5 star rating","3.5","99","2511 Durant Ave","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","No","No","Lunch, Dinner","No","Average","No","No","Casual","Yes"
"362","Satay House","Telegraph Ave","37.868026","-122.258124","4.0 star rating","4.0","6","2519 Durant AveSte B","","Yes","No","","Casual","$","Yes","No","No","Yes","No","Yes","","","No","","","","","Yes"
"363","Bear's Ramen House","Telegraph Ave","37.868000","-122.258003","3.5 star rating","3.5","172","2521 Durant Ave","","No","No","Street","Casual","$","Yes","No","No","Yes","No","Yes","No","Lunch, Dinner","No","Loud","No","No","","No"
"364","Chinese Express","Telegraph Ave","37.866699","-122.260002","3.5 star rating","3.5","61","2488 Channing Way","","Yes","No","Street","Casual","$","Yes","No","No","Yes","No","No","No","Lunch, Dinner","No","Quiet","No","Yes","Casual","Yes"
"365","Thai Basil Cuisine","Telegraph Ave","37.868026","-122.258124","3.5 star rating","3.5","424","2519 Durant AveSte G","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","Yes","No","Lunch, Dinner","No","Loud","Yes","No","Casual","Yes"
"366","Gordo Taqueria","Telegraph Ave","37.866840","-122.258813","3.5 star rating","3.5","65","2404 Telegraph Ave","","No","Yes","Street","Casual","$","Yes","No","No","Yes","No","No","No","Lunch","No","Average","No","No","","Yes"
"367","San Francisco Soup Company","Telegraph Ave","37.868755","-122.258869","3.5 star rating","3.5","90","2512 Bancroft Way","","No","Yes","Street","Casual","$","Yes","No","No","Yes","No","No","","Lunch","No","Average","","Yes","","Yes"
"368","Caffe Mediterraneum","Telegraph Ave","37.865568","-122.258531","3.5 star rating","3.5","105","2475 Telegraph Ave","","Yes","Yes","Street","Casual","$","No","No","No","Yes","Yes","Yes","Free","Breakfast","No","Average","No","Yes","Hipster","Yes"
"369","Smart Alec's Intelligent Food","Telegraph Ave","37.867755","-122.258989","3.5 star rating","3.5","485","2355 Telegraph Ave","","Yes","No","Street","Casual","$","Yes","No","No","Yes","No","No","Free","Lunch","No","Loud","No","No","Casual","Yes"
"370","Blondie's Pizza","Telegraph Ave","37.868034","-122.259197","3.5 star rating","3.5","319","2340 Telegraph Ave","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","No","No","Lunch","No","Average","No","No","Dive-y","Yes"
"371","La Burrita","Telegraph Ave","37.867973","-122.257559","3.5 star rating","3.5","337","2530 Durant Ave","","No","Yes","Street","Casual","$","Yes","No","No","Yes","No","Yes","No","Late Night, Lunch, Dinner","No","Average","No","No","Casual","Yes"
"372","Sweetheart Cafe","Telegraph Ave","37.867931","-122.258494","3.5 star rating","3.5","259","2523 Durant Ave","","No","No","Street","Casual","$","Yes","No","No","Yes","No","No","No","Dessert, Late Night","No","Average","No","No","Casual","Yes"
"373","Ann's Kitchen","Telegraph Ave","37.865142","-122.258426","3.5 star rating","3.5","186","2498 Telegraph Ave","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","No","No","Breakfast","No","Loud","No","No","Casual","Yes"
"374","Fat Slice Pizza","Telegraph Ave","37.867209","-122.258583","3.5 star rating","3.5","356","2375 Telegraph Ave","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","No","No","Late Night, Lunch","No","Average","No","No","Dive-y, Casual","Yes"
"375","Remy's Mexican Restaurant","Telegraph Ave","37.866061","-122.258061","3.0 star rating","3.0","16","2506 Haste St","","Yes","Yes","Street, Validated","Casual","$$","Yes","Yes","No","Yes","Yes","Yes","No","Lunch, Dinner","Beer & Wine Only","Average","Yes","Yes","Casual","Yes"
"376","Cafe Durant","Telegraph Ave","37.868011","-122.258334","3.5 star rating","3.5","191","2517 Durant AveSte C","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","Yes","Free","Breakfast","Beer & Wine Only","Average","Yes","Yes","Casual","No"
"377","Steve's Bar-B-Que","Telegraph Ave","37.868077","-122.258000","3.5 star rating","3.5","268","2521 Durant Ave#F","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","Yes","No","Lunch, Dinner","No","Average","No","No","Casual","Yes"
"378","Mediterranean Cafe","Telegraph Ave","37.865614","-122.258338","3.5 star rating","3.5","10","2475 Telegraph Ave","","Yes","Yes","","Casual","$","Yes","No","No","Yes","","No","","","No","","","","","Yes"
"379","Raleigh's","Telegraph Ave","37.866476","-122.258811","3.5 star rating","3.5","311","2438 Telegraph Ave","","Yes","Yes","Street","Casual","$","No","No","No","No","Yes","Yes","No","Late Night, Dinner","Beer & Wine Only","Average","Yes","No","Casual","Yes"
"380","Henry's Pub-Restaurant","Telegraph Ave","37.867906","-122.256275","3.0 star rating","3.0","9","2600 Durant Ave","","Yes","Yes","","Casual","$$","Yes","Yes","","","Yes","","","","Full Bar","","Yes","No","",""
"381","Indian Flavors Express","Telegraph Ave","37.868820","-122.258221","3.5 star rating","3.5","68","2548 Bancroft Way","","Yes","Yes","Street","Casual","$","Yes","No","Yes","Yes","No","Yes","Free","Lunch, Dinner","No","Quiet","Yes","","","No"
"382","Foley's Deli","Telegraph Ave","37.868272","-122.259354","5.0 star rating","5.0","1","2312 Telegraph Ave","","","","","","","","","","","","","","","","","","","",""
"383","Cafe Siena","Telegraph Ave","37.868599","-122.259003","5.0 star rating","5.0","1","2490 Bancroft Way","","No","","","Casual","$$","","No","","Yes","","Yes","","","","","","","",""
"384","Berkeley Thai House","Telegraph Ave","37.867100","-122.258003","3.5 star rating","3.5","255","2511 Channing Way","","Yes","Yes","Street","Casual","$$","Yes","Yes","No","Yes","Yes","Yes","Paid","Dinner","Beer & Wine Only","Average","No","Yes","Casual","No"
"385","Henry's","Telegraph Ave","37.868133","-122.256725","3.5 star rating","3.5","137","Hotel Durant2600 Durant Ave","","Yes","Yes","Street","Casual","$$","Yes","Yes","No","Yes","Yes","No","No","Lunch, Dinner","Full Bar","","Yes","","Classy, Casual","Yes"
"386","Viet Nam Village Restaurant","Telegraph Ave","37.867926","-122.258539","3.0 star rating","3.0","75","2521 Durant Ave","","No","No","Street","Casual","$","Yes","No","No","Yes","Yes","Yes","","Lunch, Dinner","No","Average","No","","","Yes"
"387","The Little Dipper Chocolate Company","Telegraph Ave","37.868725","-122.259172","3.5 star rating","3.5","3","Bancroft and Telegraph","","Yes","No","","Casual","$","Yes","No","No","Yes","No","No","","","No","","","","","Yes"
"388","Taqueria Reyes","Telegraph Ave","37.865101","-122.258003","3.5 star rating","3.5","3","2475 Bancroft Way","","","Yes","","","$","","No","No","Yes","No","Yes","","","","","","","",""
"389","Chipotle Mexican Grill","Telegraph Ave","37.868649","-122.258987","3.0 star rating","3.0","145","2311 Telegraph Ave","","No","Yes","Street","Casual","$","Yes","No","No","Yes","No","Yes","No","Lunch","Beer & Wine Only","Average","No","Yes","","Yes"
"390","T-Toust","Telegraph Ave","37.867647","-122.260529","3.0 star rating","3.0","97","2433 Durant AveSte F","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","Yes","No","No","Lunch, Dinner","No","Average","No","No","","Yes"
"391","Sfoof's","Telegraph Ave","37.868868","-122.257830","3.0 star rating","3.0","49","2554 Bancroft Way","","No","Yes","Garage","Casual","$","Yes","No","No","Yes","No","Yes","No","Lunch, Brunch","No","Quiet","","No","","Yes"
"392","Thai Noodle II","Telegraph Ave","37.866385","-122.258895","3.0 star rating","3.0","168","2426 Telegraph Ave","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","Yes","No","No","Lunch, Dinner","No","Average","Yes","Yes","Casual","Yes"
"393","Milanese Caffe","Telegraph Ave","37.865035","-122.258865","3.5 star rating","3.5","103","2502 Telegraph Ave","","Yes","Yes","Street","Casual","$","Yes","Yes","Yes","Yes","Yes","Yes","Free","Lunch, Dinner","Beer & Wine Only","Average","Yes","No","Casual","Yes"
"394","Pho K & K","Telegraph Ave","37.864450","-122.258256","3.0 star rating","3.0","65","2533 Telegraph Ave","","Yes","Yes","Street","Casual","$","Yes","No","","Yes","Yes","No","No","Lunch, Dinner","Beer & Wine Only","Average","No","","Casual","Yes"
"395","Chang Luong Restaurant","Telegraph Ave","37.868176","-122.258335","3.0 star rating","3.0","51","2517 Durant AveSte D, 2nd Fl","","Yes","Yes","Street","Casual","$","Yes","Yes","Yes","Yes","Yes","No","","Lunch","Beer & Wine Only","Quiet","Yes","Yes","","No"
"396","Manhattan Roast & Grill","Telegraph Ave","37.867761","-122.258218","3.5 star rating","3.5","7","2518-A Durant Ave","","No","Yes","Street","Casual","$","Yes","No","No","Yes","No","No","","Dinner","No","Average","No","","Casual",""
"397","KoKo Express","Telegraph Ave","37.867776","-122.259765","3.0 star rating","3.0","3","2433F Durant Ave","","","","","","","","","","","","","","","","","","","",""
"398","Lotus House","Telegraph Ave","37.867915","-122.258630","3.0 star rating","3.0","129","2517A Durant Ave","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","No","No","Lunch, Dinner","No","Loud","Yes","","","No"
"399","Tako Sushi","Telegraph Ave","37.867158","-122.258831","3.0 star rating","3.0","251","2379 Telegraph Ave","","Yes","Yes","Street","Casual","$","Yes","No","Yes","Yes","Yes","Yes","No","Lunch","No","Average","No","","Casual","Yes"
"400","Pancho's","Telegraph Ave","37.868078","-122.257978","3.0 star rating","3.0","55","2521 Durant AveSte B","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","Yes","","Late Night, Lunch","No","Average","Yes","","","Yes"
"401","Crossroads","Telegraph Ave","37.866627","-122.256392","3.0 star rating","3.0","47","2415 Bowditch St","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","Yes","Free","Lunch, Dinner","No","Loud","No","Yes","Casual","Yes"
"402","Sun Hong Kong Restaurant","Telegraph Ave","37.867666","-122.260393","3.0 star rating","3.0","116","2439 Durant Ave","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","Yes","No","No","Lunch, Dinner","Beer & Wine Only","Loud","Yes","No","","Yes"
"403","Naan N Curry","Telegraph Ave","37.867400","-122.259068","3.0 star rating","3.0","403","2366 Telegraph Ave","","Yes","Yes","Garage, Street, Validated","Casual","$","Yes","Yes","Yes","Yes","No","No","Free","Lunch, Dinner","No","Average","No","No","Casual","Yes"
"404","La Fiesta Mexican Restaurant","Telegraph Ave","37.866001","-122.259003","4.0 star rating","4.0","4","2506 Haste Street","","","","","","$","Yes","","No","Yes","Yes","No","","","","","","","",""
"405","Uncle Dougie's","Telegraph Ave","37.867884","-122.256854","4.0 star rating","4.0","10","2328 Bowditch Way","","Yes","Yes","","Casual","$","Yes","No","No","Yes","No","No","No","Lunch, Dinner","No","Quiet","No","Yes","Dive-y",""
"406","Japanese Snacks","Telegraph Ave","37.867901","-122.259003","2.0 star rating","2.0","1","2521 Durant Avenue","","","","","","","","","","","","","","","","","","","",""
"407","Minami Sushi","Telegraph Ave","37.867857","-122.258223","2.5 star rating","2.5","68","2516B Durant Ave","","Yes","Yes","Street","Casual","$$","Yes","Yes","No","Yes","Yes","No","","Dinner","Beer & Wine Only","","","","","No"
"408","Coffee Source","Telegraph Ave","37.866699","-122.259003","2.0 star rating","2.0","2","2404 Telegraph Avenue","","","","","","$","","","","","","","","","","","","","",""
"409","Peets Coffee & Tea/ The Den","Telegraph Ave","37.866813","-122.256469","2.5 star rating","2.5","13","2415 Bowditch St","","No","Yes","Street","Casual","$","Yes","No","No","Yes","No","Yes","Paid","Lunch, Breakfast","No","Very Loud","No","No","","Yes"
"410","Sushi House","Telegraph Ave","37.868011","-122.258438","2.5 star rating","2.5","97","2521 Durant Ave","","No","Yes","Street","Casual","$$","Yes","No","No","Yes","Yes","Yes","No","Lunch, Dinner","No","Average","No","No","","Yes"
"411","Julie's Healthy Cafe","Telegraph Ave","37.868801","-122.258003","2.5 star rating","2.5","60","2562 Bancroft Way","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","Yes","","Lunch","No","Average","No","","","Yes"
"412","Cafe 3","Telegraph Ave","37.867417","-122.260408","2.5 star rating","2.5","7","2400 Durant Ave","","Yes","No","","Casual","$","Yes","No","No","Yes","No","No","","","No","","","","","Yes"
"413","Cal Gyro Mediterranean","Telegraph Ave","37.868212","-122.258034","2.5 star rating","2.5","8","2519 Durant AveSte C","","","","","","$","","","No","","","","","","No","Quiet","","Yes","",""
"414","Kimchi Garden","Telegraph Ave","37.867915","-122.258630","2.5 star rating","2.5","57","2517 Durant Ave","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","No","No","Lunch, Dinner","Beer & Wine Only","Quiet","Yes","Yes","Casual","Yes"
"415","Mandarin House","Telegraph Ave","37.868000","-122.258003","2.5 star rating","2.5","82","2519 Durant Avenue Suite A","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","Yes","No","Lunch, Dinner","No","Average","Yes","No","Casual","Yes"
"416","Tofu n Sushi","Telegraph Ave","37.867906","-122.258072","2.5 star rating","2.5","16","2518 C Durant Ave","","Yes","No","","Casual","$","Yes","No","No","Yes","Yes","No","","","No","","","","","No"
"417","Subway","Telegraph Ave","37.868664","-122.259451","2.0 star rating","2.0","28","2490 Bancroft Way","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","No","","Lunch, Dinner","No","","","No","","Yes"
"418","Pepe's Pizza","Telegraph Ave","37.867857","-122.258223","2.5 star rating","2.5","40","2516 B Durant AveSte B","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","No","No","Lunch, Dinner","No","Average","Yes","No","Casual","Yes"
"419","Ponchos","Telegraph Ave","37.868009","-122.258536","","","","2521 Durant Ave","","","","","","","","","","","","","","","","","","","",""
"420","Indian Flavors Express","Telegraph Ave","37.868820","-122.258221","","","","2548 Bancroft Way","","","","","","","","","","","","","","","","","","","",""
"421","Ko Ko Express","Telegraph Ave","37.867604","-122.260471","","","","2433 Durant AveSuite F","","","","","","","","","","","","","","","","","","","",""
"422","Peet's Coffee & Tea","Telegraph Ave","37.866627","-122.256391","5.0 star rating","5.0","1","2415 Bowditch StUniversity of California","","","","","","","","","","","","","","","","","","","",""
"423","Sandwiches R Us","Telegraph Ave","37.865187","-122.257769","","","","2407 Regent Ave","","","","","","","","","","","","","","","","","","","",""
"424","Joshu-Ya Brasserie","Telegraph Ave","37.864973","-122.259798","4.5 star rating","4.5","10","2441 Dwight Way","","","","","Casual","","Yes","","","","Yes","Yes","","","Full Bar","Average","No","","",""
"425","Desi Dog","UC Campus Area","37.868713","-122.259209","4.5 star rating","4.5","58","Telegraph Ave and Bancroft Way","","Yes","No","Street","Casual","$","Yes","No","No","Yes","No","Yes","","Lunch, Dinner","No","","","","","Yes"
"426","Cinnaholic","UC Campus Area","37.870201","-122.265901","4.5 star rating","4.5","300","2132 Oxford St","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","Yes","No","Dessert","No","Quiet","No","Yes","Hipster, Casual","Yes"
"427","Brazil Fresh Squeeze Cafe","UC Campus Area","37.872684","-122.266634","4.5 star rating","4.5","466","2161 University Ave","","Yes","Yes","Street","Casual","$","Yes","No","Yes","Yes","Yes","Yes","No","Lunch","No","Average","No","No","Casual","Yes"
"428","Cupkates","UC Campus Area","NA","NA","4.5 star rating","4.5","419","","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","No","No","Dessert","No","Average","No","Yes","Trendy","Yes"
"429","Dojo Dog","UC Campus Area","37.868668","-122.259748","5.0 star rating","5.0","9","2475 Bancroft Way","","No","No","","Casual","$","Yes","No","No","Yes","No","No","No","","No","","No","No","",""
"430","Top Dog","UC Campus Area","37.867962","-122.258222","4.5 star rating","4.5","1132","2534 Durant Ave","","Yes","No","Street","Casual","$","Yes","No","No","Yes","No","No","No","Late Night, Lunch","No","Average","Yes","No","Casual","Yes"
"431","Kiraku","UC Campus Area","37.863683","-122.258830","4.5 star rating","4.5","26","2566B Telegraph Ave","","Yes","Yes","Street","Casual","$$","Yes","Yes","No","No","Yes","No","No","Dinner","Beer & Wine Only","Average","No","No","Casual",""
"432","Hummingbird Cafe","UC Campus Area","37.875872","-122.260307","4.0 star rating","4.0","82","1814 Euclid Ave","","No","No","Street","Casual","$","Yes","No","No","Yes","No","No","No","Lunch","No","","","","","Yes"
"433","Urbann Turbann","UC Campus Area","37.875285","-122.260207","4.0 star rating","4.0","123","1870 Euclid Ave","","No","Yes","Street","Casual","$","Yes","No","No","Yes","No","No","No","Lunch, Dinner","No","Average","Yes","No","Casual","Yes"
"434","Top Dog","UC Campus Area","37.870529","-122.266341","4.0 star rating","4.0","151","2160 Center St","","No","Yes","Street","Casual","$","Yes","No","No","Yes","No","No","No","Lunch","No","Loud","Yes","No","Casual","Yes"
"435","Cafe Intermezzo","UC Campus Area","37.866170","-122.258810","4.0 star rating","4.0","775","2442 Telegraph Ave","","No","No","Street","Casual","$","Yes","No","No","Yes","No","No","No","Lunch","Beer & Wine Only","Average","No","No","Casual","Yes"
"436","Cafe Espresso Experience","UC Campus Area","37.868500","-122.261002","4.0 star rating","4.0","106","2440 Bancroft Way","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","No","Free","Lunch","No","Average","No","","","Yes"
"437","Pasta Bene","UC Campus Area","37.864030","-122.258564","4.0 star rating","4.0","162","2565 Telegraph Ave","","Yes","Yes","Street","Casual","$","Yes","Yes","No","Yes","Yes","Yes","No","Lunch, Dinner","Beer & Wine Only","Average","No","Yes","Casual","Yes"
"438","Maoz Vegetarian","UC Campus Area","37.867035","-122.258806","4.0 star rating","4.0","183","2395 Telegraph Ave","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","No","No","Lunch","No","Average","No","Yes","Casual","Yes"
"439","Mount Everest Restaurant","UC Campus Area","37.863382","-122.258888","4.0 star rating","4.0","84","2598 Telegraph Ave","","Yes","Yes","Private Lot","Casual","$","Yes","Yes","Yes","Yes","Yes","Yes","Free","Lunch, Dinner","Beer & Wine Only","Average","No","Yes","Casual","Yes"
"440","Cheese 'N' Stuff","UC Campus Area","37.867720","-122.259545","4.0 star rating","4.0","139","2442 Durant Ave","","No","Yes","Garage, Street","Casual","$","Yes","No","No","Yes","No","No","","Lunch","No","Average","","","","Yes"
"441","The Stuffed Inn","UC Campus Area","37.875688","-122.260040","4.0 star rating","4.0","113","1829 Euclid Ave","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","No","","Lunch","No","Average","No","","","Yes"
"442","Ippuku","UC Campus Area","37.870260","-122.266176","4.0 star rating","4.0","210","2130 Center St","","Yes","Yes","Street","Casual","$$$","No","Yes","No","No","Yes","No","No","Dinner","Full Bar","Average","No","No","Trendy, Intimate","Yes"
"443","Hot Cups","UC Campus Area","37.871399","-122.267998","4.0 star rating","4.0","27","2107 Addison St","","No","Yes","Street","Casual","$","Yes","No","No","Yes","No","Yes","Free","Lunch","No","Quiet","No","No","Casual","Yes"
"444","La Note","UC Campus Area","37.866193","-122.267527","4.0 star rating","4.0","1272","2377 Shattuck Ave","","No","Yes","Street","Casual","$$","Yes","Yes","No","Yes","Yes","Yes","No","Breakfast, Brunch","Beer & Wine Only","Average","No","No","Casual","Yes"
"445","Angeline's Louisiana Kitchen","UC Campus Area","37.868326","-122.267761","4.0 star rating","4.0","1309","2261 Shattuck Ave","","Yes","Yes","Street","Casual","$$","Yes","Yes","No","Yes","Yes","No","No","Dinner","Beer & Wine Only","Average","No","Yes","Casual","Yes"
"446","Top Dog 2","UC Campus Area","37.875092","-122.260002","4.0 star rating","4.0","91","2503 Hearst Ave","","Yes","No","Street","Casual","$","Yes","No","No","Yes","No","Yes","No","Lunch","No","Average","No","Yes","Hipster, Touristy, Casual","Yes"
"447","Taco Truck","UC Campus Area","37.868698","-122.259003","4.0 star rating","4.0","18","Telegraph Avenue and Bancroft Way","","Yes","No","Street","Casual","$","Yes","No","No","Yes","No","Yes","","Lunch","No","","","","","Yes"
"448","Gather","UC Campus Area","37.869348","-122.266020","4.0 star rating","4.0","645","2200 Oxford St","","Yes","Yes","Garage, Street","Casual","$$","No","Yes","No","Yes","Yes","Yes","No","Dinner","Full Bar","Average","No","Yes","Trendy","Yes"
"449","Great China Restaurant","UC Campus Area","37.868535","-122.267339","4.0 star rating","4.0","646","2115 Kittredge St","","Yes","Yes","Street","Casual","$$","Yes","Yes","No","Yes","Yes","No","No","Dinner","Beer & Wine Only","Average","No","Yes","Casual","No"
"450","Arriba Peru Restaurant","UC Campus Area","37.863919","-122.258940","4.0 star rating","4.0","34","2556 Telegraph AveUnit 14","","Yes","Yes","Street","Casual","$$","Yes","Yes","","Yes","Yes","No","No","Lunch, Dinner","Beer & Wine Only","Average","Yes","","","No"
"451","Razan's Organic Kitchen","UC Campus Area","37.868557","-122.267520","4.0 star rating","4.0","111","2119 Kittredge St","","No","Yes","Street","Casual","$$","Yes","No","No","Yes","No","Yes","","Lunch","No","Average","No","","Casual","Yes"
"452","Sandwich Zone","UC Campus Area","37.870957","-122.267756","4.0 star rating","4.0","72","2117 Shattuck Ave","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","No","","Lunch","No","","Yes","","","Yes"
"453","I.B.'s Hoagies","UC Campus Area","37.868041","-122.258490","4.0 star rating","4.0","238","2513 Durant Ave","","No","Yes","Garage, Street, Validated","Casual","$","Yes","No","No","Yes","No","Yes","No","Lunch","No","Loud","No","No","Casual","Yes"
"454","Northside Cafe","UC Campus Area","37.875229","-122.260196","4.0 star rating","4.0","64","1878 Euclid Ave","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","No","","Breakfast","No","Average","No","No","Casual","Yes"
"455","Durant Square - Asian Ghetto","UC Campus Area","37.868078","-122.257978","4.0 star rating","4.0","52","2519-2521 Durant Ave","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","Yes","","Late Night, Lunch, Dinner, Brunch","No","Very Loud","Yes","No","Trendy, Touristy, Casual","Yes"
"456","Beta Lounge","UC Campus Area","37.866881","-122.266352","4.0 star rating","4.0","169","2129 Durant Ave","","Yes","Yes","Street","Casual","$$","No","Yes","No","Yes","Yes","No","No","Late Night","","Average","Yes","No","Trendy","Yes"
"457","Venus Restaurant","UC Campus Area","37.867079","-122.267532","4.0 star rating","4.0","518","2327 Shattuck Ave","","No","Yes","Street","Casual","$$","No","Yes","No","Yes","Yes","No","No","Dinner, Breakfast, Brunch","Beer & Wine Only","Average","No","Yes","Casual","Yes"
"458","Arinell Pizza","UC Campus Area","37.870894","-122.267694","4.0 star rating","4.0","291","2119 Shattuck Ave","","No","No","Street","Casual","$","Yes","No","No","Yes","No","No","No","Lunch","No","Average","No","No","","Yes"
"459","Sunrise Deli","UC Campus Area","37.868401","-122.260002","4.0 star rating","4.0","120","2456 Bancroft Way","","No","Yes","Street","Casual","$","Yes","No","No","Yes","No","No","No","Lunch","No","Average","No","No","","Yes"
"460","Jupiter","UC Campus Area","37.869794","-122.267811","4.0 star rating","4.0","1215","2181 Shattuck Ave","","Yes","Yes","Street","Casual","$$","No","Yes","No","Yes","Yes","Yes","No","Dinner","Beer & Wine Only","Loud","No","No","Casual","Yes"
"461","Norikonoko Japanese Restaurant","UC Campus Area","37.864034","-122.258629","4.0 star rating","4.0","230","2556 Telegraph Ave","","No","Yes","Street","Casual","$$","Yes","Yes","No","Yes","Yes","No","","Dinner","Beer & Wine Only","Average","No","","","Yes"
"462","Bongo Burger","UC Campus Area","37.865238","-122.258211","4.0 star rating","4.0","232","2505 Dwight Way","","No","Yes","Street","Casual","$","Yes","No","No","Yes","No","Yes","No","Lunch","No","Average","Yes","No","Casual","Yes"
"463","Nefeli Caffe","UC Campus Area","37.875497","-122.260242","4.0 star rating","4.0","115","1854 Euclid Ave","","No","Yes","Street","Casual","$","No","No","No","Yes","No","Yes","Free","Lunch","Beer & Wine Only","Quiet","No","","Hipster, Casual","Yes"
"464","E-Z Stop Deli","UC Campus Area","37.868667","-122.267827","4.0 star rating","4.0","54","2233 Shattuck Ave","","No","Yes","Street","Casual","$","Yes","No","No","Yes","No","No","","Lunch","Beer & Wine Only","","","","","Yes"
"465","Lucky House Thai","UC Campus Area","37.872175","-122.267758","4.0 star rating","4.0","157","2140 University Ave","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","Yes","No","","Lunch, Dinner","No","Average","Yes","No","Casual","Yes"
"466","Gypsy's Trattoria Italiano","UC Campus Area","37.868026","-122.258124","4.0 star rating","4.0","511","2519 Durant AveSte A","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","Yes","No","Lunch, Dinner","No","Average","No","Yes","Casual","Yes"
"467","Finfine Ethiopian Restaurant","UC Campus Area","37.864034","-122.258629","4.0 star rating","4.0","115","2556 Telegraph Ave","","Yes","Yes","Street","Casual","$$","Yes","Yes","No","Yes","Yes","No","","Dinner","Beer & Wine Only","Quiet","Yes","","","Yes"
"468","The Sunny Side Caf̩","UC Campus Area","37.870183","-122.266057","4.0 star rating","4.0","107","2136 Oxford St","","No","Yes","Street","Casual","$$","Yes","No","No","Yes","No","Yes","","Breakfast, Brunch","Beer & Wine Only","Average","No","No","","Yes"
"469","Fa-la-la","UC Campus Area","37.867902","-122.258105","4.0 star rating","4.0","26","2518-B Durant Ave","","Yes","Yes","Street","","$","Yes","","","","No","Yes","Free","","","","","","",""
"470","Musical Offering","UC Campus Area","37.868429","-122.260698","4.0 star rating","4.0","111","2430 Bancroft Way","","Yes","Yes","Street, Validated","Casual","$$","No","Yes","No","Yes","Yes","Yes","No","Lunch","Beer & Wine Only","Quiet","No","Yes","","Yes"
